 0   2987.6019986 1.6574166e+03 
 0   2987.6224308 1.6347792e+03 
 0   2987.6428632 1.6258802e+03 
 0   2987.6632957 1.6187994e+03 
 0   2987.6837280 1.5898790e+03 
 0   2987.7041604 1.5888698e+03 
 0   2987.7245929 1.5749904e+03 
 0   2987.7450252 1.5679913e+03 
 0   2987.7858900 1.6503246e+03 
 0   2987.8063224 1.6446398e+03 
 0   2987.8267548 1.6541829e+03 
 0   2987.8471872 1.6288547e+03 
 0   2987.8676195 1.6257389e+03 
 0   2987.8880519 1.6084700e+03 
 0   2987.9084843 1.5941469e+03 
 0   2987.9289167 1.5833059e+03 
 0   2987.9493491 1.5748507e+03 
 0   2987.9697814 1.5701471e+03 
 0   2987.9902137 1.5459205e+03 
 0   2988.0310786 1.6358795e+03 
 0   2988.0515110 1.6368619e+03 
 0   2988.0719433 1.6180193e+03 
 0   2988.0923757 1.6186726e+03 
 0   2988.1128082 1.6085399e+03 
 0   2988.1332404 1.6110287e+03 
 0   2988.1536728 1.5939310e+03 
 0   2988.1741053 1.5740676e+03 
 0   2988.1945375 1.5710671e+03 
 0   2988.2149699 1.5622800e+03 
 0   2988.2354024 1.5425508e+03 
 0   2988.2762670 1.3056024e+03 
 0   2988.2966995 1.5585376e+03 
 0   2988.3171319 1.7735123e+03 
 0   2988.3375642 1.9548904e+03 
 0   2988.3579966 2.1056746e+03 
 0   2988.3784290 2.2313101e+03 
 0   2988.3988613 2.3029863e+03 
 0   2988.4192937 2.3529785e+03 
 0   2988.5214556 1.5420731e+03 
 0   2988.5418879 1.5429877e+03 
 0   2988.5623202 1.5120009e+03 
 0   2988.5827527 1.4992660e+03 
 0   2988.6031849 1.4630121e+03 
 0   2988.6236173 1.4441107e+03 
 0   2988.6440497 1.3877126e+03 
 0   2988.6644820 1.3118308e+03 
 0   2988.7666438 1.5877435e+03 
 0   2988.7870761 1.5721826e+03 
 0   2988.8075086 1.5727003e+03 
 0   2988.8279409 1.5667509e+03 
 0   2988.8483732 1.5628645e+03 
 0   2988.8688057 1.5520426e+03 
 0   2988.8892380 1.5500978e+03 
 0   2988.9096703 1.5257821e+03 
 0   2988.9301027 1.4995184e+03 
 0   2988.9709673 1.4269452e+03 
 0   2989.0118321 1.6123127e+03 
 0   2989.0322643 1.5932963e+03 
 0   2989.0526968 1.5863495e+03 
 0   2989.0731291 1.5858107e+03 
 0   2989.0935614 1.5784607e+03 
 0   2989.1139938 1.5785676e+03 
 0   2989.1344262 1.5734962e+03 
 0   2989.1548586 1.5721210e+03 
 0   2989.1752909 1.5628574e+03 
 0   2989.1957232 1.5624672e+03 
 0   2989.2161556 1.5534645e+03 
 0   2989.2365879 1.5446355e+03 
 0   2989.2570202 1.5284202e+03 
 0   2989.2774527 1.5215282e+03 
 0   2989.2978850 1.4949973e+03 
 0   2989.3183172 1.4662861e+03 
 0   2989.3387497 1.4445815e+03 
 0   2989.3591820 1.4007761e+03 
 0   2989.3796143 1.3570559e+03 
 0   2989.4000467 1.2947128e+03 
 0   2989.5022083 1.5564014e+03 
 0   2989.5226407 1.5535823e+03 
 0   2989.5430729 1.5504371e+03 
 0   2989.5635053 1.5443375e+03 
 0   2989.5839377 1.5426445e+03 
 0   2989.6656670 1.4922498e+03 
 0   2989.6860993 1.4738699e+03 
 0   2989.7065317 1.4575128e+03 
 0   2989.7473963 1.5748862e+03 
 0   2989.7678286 1.5804504e+03 
 0   2989.7882610 1.5708107e+03 
 0   2989.8086934 1.5690146e+03 
 0   2989.8291256 1.5599916e+03 
 0   2989.8495579 1.5666598e+03 
 0   2989.8699904 1.5613568e+03 
 0   2989.8904226 1.5558590e+03 
 0   2989.9108549 1.5954355e+03 
 0   2989.9312873 1.5607865e+03 
 0   2989.9517196 1.5515579e+03 
 0   2989.9721519 1.5545331e+03 
 0   2989.9925843 1.5446237e+03 
 0   2990.0130165 1.5331569e+03 
 0   2990.0334488 1.5347572e+03 
 0   2990.0538812 1.5193851e+03 
 0   2990.0743135 1.5154091e+03 
 0   2990.0947458 1.5065985e+03 
 0   2990.1151781 1.5025544e+03 
 0   2990.1356104 1.5031974e+03 
 0   2990.1560427 1.4651316e+03 
 0   2990.1764752 1.4464951e+03 
 0   2990.2377721 1.5258926e+03 
 0   2990.2582043 1.5131937e+03 
 0   2990.2786366 1.5031128e+03 
 0   2990.2990690 1.4915803e+03 
 0   2990.3195012 1.4746925e+03 
 0   2990.3399336 1.4445813e+03 
 0   2990.3603660 1.4178235e+03 
 0   2990.3807982 1.3788422e+03 
 0   2990.4012305 1.3474460e+03 
 0   2990.4829598 1.5482172e+03 
 0   2990.5033921 1.5562810e+03 
 0   2990.5238244 1.5552112e+03 
 0   2990.5442567 1.5584508e+03 
